"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","disagree","zipcode","per_care_1","per_care_2","per_care_3","per_care_4","per_care_wknd_1","per_care_wknd_2","per_care_wknd_3","per_care_wknd_4","pc_wknd_time_1","pc_wknd_time_2","pc_wknd_time_3","pc_wknd_time_4","per_care_covid_1","per_care_covid_2","per_care_covid_3","per_care_covid_4","st_act_1","st_act_2","st_act_3","st_act_wknd_1","st_act_wknd_2","st_act_wknd_3","sa_wknd_time_1","sa_wknd_time_2","sa_wknd_time_3","st_act_covid_1","st_act_covid_2","st_act_covid_3","own_device","dev_act_1","dev_act_7","dev_act_3","dev_act_6","dev_act_wknd_1","dev_act_wknd_2","dev_act_wknd_3","dev_act_wknd_4","da_wknd_time_1","da_wknd_time_2","da_wknd_time_3","da_wknd_time_6","dev_act_covid_1","dev_act_covid_2","dev_act_covid_3","dev_act_covid_4","dev_act_covid_5","dev_act_covid_6","dev_act_covid_7","other_act_1","other_act_2","other_act_3","other_act_4","other_act_wknd_1","other_act_wknd_2","other_act_wknd_3","other_act_wknd_4","oa_wknd_time_1","oa_wknd_time_2","oa_wknd_time_3","oa_wknd_time_4","other_act_covid_1","other_act_covid_2","other_act_covid_3","other_act_covid_4","pre_electric","post_electric","pre_gas","post_gas","num_vehicles","pre_trans","post_trans","health","mental_health_anxious","mental_health_worry","mental_health_interest","mental_health_down","physical_health","mental_health","pre_phy_health","pre_mental_health","days_poor_health","impairment","impairment_hsh","num_hsh_impair","major_impairment","other_major_imp","impairment_hsh_1","other_impairment_hsh","days_impairment_1","weeks_impairment_4","months_impairment_1","years_impairment_1","med_device_1","med_device_2","med_device_3","med_device_4","med_device_5","med_device_6","med_device_7","med_device_8","med_device_9","med_device_10","med_device_11","other_med_device","emp_status","emp_status_partner","work_home","work_home_partner","frontline","frontline_partner","hrs_work_3","hrs_work_4","hrs_work_partner_3","hrs_work_partner_4","min_commute_3","hrs_commute_3","min_commute_partner_3","hrs_commute_partnet_3","rsn_nowork","rsn_nowork_partner","eip_1","eip_2","eip_3","eip_4","eip_5","eip_6","eip_7","other_eip","year","gender","gender_7_TEXT","hispanic","race","education","marital","depen","num_hsh","num_children","num_retired","num_rooms","num_bedrooms","sq_ft","hardships_1","hardships_2","hardships_3","hardships_4","hardships_5","hardships_6","welfare_1","welfare_2","welfare_3","welfare_4","welfare_5","welfare_6","welfare_7","email","email_confirm","rewrite_email","duration","yrbr","age","zip","hisp","race2","race_eth","marital_st","educ","ageg","anxious","worry","interest","down","pre_c19_ph","pre_c19_mh","front","work_hrs","hsh_size","hsh_child","hsh_retire","rep_email"
"2021-02-23 07:04:39","2021-02-23 09:40:43","0","70.115.130.152","100","9364","1","2021-02-23 09:40:44","R_2cornhVu3lIXNxi",NA,NA,NA,NA,"30.4427032470703125","-97.6804962158203125","anonymous","EN","1",NA,"1","8","3","1.5","0.5","5","5","5","4","10.1","4","2.5",NA,"3","3","2","3","5","2","0.5","4","4","3","2.3","0.5","0.5","2","2","3","3","1","0.5","0","0.5","2","2","2","2","1.9","0.9","1.3","1.8","4","3","2","4","3","3","4","0.1","1.1","0.5","0.1","3","2","3","3","0.1","1.1","0.5","0.1","3","4","4","2","100","80","80","90","2","900","90","Good","2","1","1","1","12","12","1","2","6","2","2","1",NA,NA,NA,NA,"12","1","1","1","1","0","0","0","1","0","0","0","0","0","0",NA,"1","1","3","2","2","1","48","22","40","52","30","0","36","0",NA,NA,"1","1","0","1","0","0","0",NA,"17","Male","-99","1","1","7","2","1","4","1","0","6","4","6","1","0","0","0","0","1","1","1","0","1","0","0","0","RussMaddentlia@yahoo.com","1",NA,156.1,1983,38,"Elm Creek","Not Hispanic","White","NH-White","In a union","Graduate","30-39","Several days","Not at all","Not at all","Not at all","Worse","Same","No",48,4,1,0,"first_entry"
"2021-02-23 09:25:57","2021-02-23 09:46:44","0","173.174.164.106","100","1247","1","2021-02-23 09:46:45","R_1ClnZKCajhV0PwE",NA,NA,NA,NA,"29.5583953857421875","-98.743499755859375","anonymous","EN","1",NA,"1","7.9","2.2","1.7","1","5","5","4","4","10","4",NA,NA,"3","3","3","3","5.5","3.7","1.9","4","4","4","3","3","-99","4","4","4","3","4.9","11.9","4.2","7.6","2","2","2","2","1.7","4.1","0.6","1.4","4","4","4","3","4","3","4","2.6","1.1","0.2","-99","2","2","2",NA,"2","1.3","0.5",NA,"4","4","4","4","200","200","100","150","1","200","100","Very good","2","1","2","2","1","10","2","2","2","2","2","0",NA,NA,NA,NA,"4","2","2","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"4","4","3","1","2","2","-99","-99","-99","-99","-99","-99","-99","-99","4","3","1","0","0","0","1","0","0",NA,"9","Male","-99","2","1","3","3","1","2","0","0","4","2","3","1","0","0","1","1","0","0","0","0","0","0","1","0","reynoldsuvcah93@gmail.com","1",NA,20.8,1991,30,"Elm Creek","Hispanic","White","Hispanic","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",-99,2,0,0,"first_entry"
"2021-02-23 09:30:58","2021-02-23 09:47:00","0","136.50.33.7","100","961","1","2021-02-23 09:47:00","R_2ByQvZ18EFaZOTX",NA,NA,NA,NA,"29.496307373046875","-98.40039825439453125","anonymous","EN","1",NA,"2","3.4","2.4","3.4","3","5","4","5","4","10",NA,"2.7",NA,"3","2","3","2","6.1","3.4","2.1","3","3","3",NA,NA,NA,"3","2","3","3","6.8","7.7","1.3","12.8","3","3","2","2",NA,NA,"5.3","3.8","3","4","3","3","3","3","4","1.6","5.5","2.2","2.6","3","3","3","3",NA,NA,NA,NA,"4","3","4","3","40","60","80","140","1","200","100","Good","2","1","2","1","2","2","2","2","4","2","2","0",NA,NA,NA,NA,"2","0","1","-99","1","0","0","0","0","0","0","0","0","0","0",NA,"4","1","4","2","2","2","40","-99","40","-99","31","-99","11","-99","3",NA,"1","0","1","1","1","0","0",NA,"14","Male","-99","1","1","4","2","1","4","1","1","3","2","4","1","1","1","1","1","1","1","1","1","1","1","1","0","CarsonCamposmqr@yahoo.com","1",NA,16,1986,35,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","College","30-39","Several days","Not at all","Several days","Not at all","Same","Same","No",40,4,1,1,"first_entry"
"2021-02-23 09:22:11","2021-02-23 09:49:25","0","75.80.137.123","100","1633","1","2021-02-23 09:49:25","R_2S8ovjHeWg9ksuI",NA,NA,NA,NA,"33.0034942626953125","-117.0695953369140625","anonymous","EN","1",NA,"1","8.2","1.9","1.7","1.7","5","5","5","5","8.1","1.1","0.8","1.7","4","4","3","4","3","1.6","1.6","4","4","4","3.5","1.4","1.7","4","3","4","3","1.6","1.5","1.6","0.9","2","2","2","2","2.2","2.7","0.6","1.6","4","4","3","3","4","3","4","2","1.1","0.7","1","2","2","2","2","1.7","1.5","1","1.5","4","4","2","4","110","80","180","200","2","180","80","Very good","3","3","2","3","5","5","2","2","5","1","1","1","1",NA,"1",NA,"-99","-99","-99","-99","1","0","0","0","0","0","0","0","0","0","0",NA,"4","1","3","1","1","1","36","35","47","47","16","1","15","1","2",NA,"1","0","0","0","0","0","0",NA,"25","Male","-99","2","1","4","2","1","5","1","1","3","3","5","1","0","0","0","0","0","1","0","0","0","0","0","0","InaCrosbyyiu@yahoo.com","1",NA,27.2,1975,46,"Elm Creek","Hispanic","White","Hispanic","In a union","College","40-49","More than half","More than half","Several days","More than half","Same","Same","Yes",36,5,1,1,"first_entry"
"2021-02-23 09:33:22","2021-02-23 09:53:33","0","75.35.176.63","100","1211","1","2021-02-23 09:53:34","R_2ROF6vum3mnD4KK",NA,NA,NA,NA,"29.6284942626953125","-98.4369964599609375","anonymous","EN","1",NA,"1","8.8","3","2","1.2","4","4","4","4",NA,NA,NA,NA,"2","4","4","4","-99","-99","-99",NA,NA,NA,NA,NA,NA,"3","3","3","3","-99","7.6","1.9","4.6",NA,"3","3","3",NA,NA,NA,NA,"3","3","4","2","3","4","4","-99","1","0.8","1.4",NA,"3","3","3",NA,NA,NA,NA,"3","4","2","3","50","60","80","100","1","100","70","Very good","2","4","4","1","0","0","2","2","0","2","2","1",NA,NA,NA,NA,"8","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"3","1","-99","1","2","2","-99","-99","32","6","-99","-99","-99","-99","3",NA,"1","1","1","0","0","0","0",NA,"21","Male","-99","2","1","4","2","1","5","1","1","6","3","6","1","0","0","0","0","0","1","1","1","1","1","0","0","BertaTylerwpa@yahoo.com","1",NA,20.2,1979,42,"Elm Creek","Hispanic","White","Hispanic","In a union","College","40-49","Several days","Nearly every day","Nearly every day","Not at all","Same","Same","No",-99,5,1,1,"first_entry"
"2021-02-23 09:42:09","2021-02-23 09:54:02","0","173.174.172.179","100","712","1","2021-02-23 09:54:03","R_1rNQTIz4GF6wcSi",NA,NA,NA,NA,"29.5583953857421875","-98.743499755859375","anonymous","EN","1",NA,"2","8","1.6","1.3","1.4","5","5","5","5","8.7","1.9","1.5","1.9","4","4","4","4","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","3","2.1","1.5","1.5","3.9","2","2","2","2","2.5","2","1.7","5.4","4","4","3","3","3","3","4","2.1","1.6","2.2","2.4","2","2","2","2","2.2","2","2","3.3","4","4","4","4","80","100","60","70","2","120","70","Good","-99","-99","-99","-99","2","1","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","2","2","1","40","10","40","15","10","1","17","1",NA,NA,"0","1","0","0","0","0","0",NA,"8","Male","-99","1","1","4","2","1","4","1","1","4","2","3","1","1","0","0","0","0","0","0","0","1","0","0","0","BobBautistaaxy@yahoo.com","1",NA,11.9,1992,29,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","College","20-29",NA,NA,NA,NA,"Same","Same","No",40,4,1,1,"first_entry"
"2021-02-23 08:56:31","2021-02-23 09:57:04","0","104.189.116.201","100","3632","1","2021-02-23 09:57:05","R_2X5mcTkoeIUZge3",NA,NA,NA,NA,"33.197601318359375","-96.6177978515625","anonymous","EN","1",NA,"1","6.5","2","1","1.5","5","4","4","4","8.5",NA,NA,NA,"4","3","3","3","3.5","1.5","1","3","3","3",NA,NA,NA,"2","4","1","3","0.5","0.5","0.5","1","2","2","2","3","0.5","1","0.5",NA,"3","3","3","3","3","3","3","0.5","1","1","0.9","3","2","2","2","0.5","1.5","1.5","1.5","3","4","4","4","150","100","80","50","1","200","80","Good","3","1","2","3","2","2","3","3","4","1","1","1","13",NA,"13",NA,"3","7","2","0","0","0","0","0","1","0","1","0","0","0","0",NA,"1","1","3","1","2","2","32","80","40","80","30","1","60","1",NA,NA,"1","1","0","0","1","0","0",NA,"13","Male","-99","2","1","6","2","1","4","1","1","4","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","KathleenSweeneytso@yahoo.com","1",NA,60.5,1987,34,"Elm Creek","Hispanic","White","Hispanic","In a union","College","30-39","More than half","Not at all","Several days","More than half","Better","Better","No",32,4,1,1,"first_entry"
"2021-02-23 09:34:06","2021-02-23 10:01:03","0","67.10.139.127","100","1617","1","2021-02-23 10:01:04","R_cShpD5vxeXlASw9",NA,NA,NA,NA,"29.418701171875","-98.688201904296875","anonymous","EN","1",NA,"2","10.3","0.7","2.2","0.7","5","5","5","4","12.2","2.8","3.8",NA,"3","2","4","3","1.7","-99","-99","3",NA,NA,NA,NA,NA,"3","2","4","3","1.6","1.9","0.5","-99","2","2","3",NA,"2","0.3",NA,NA,"3","2","3","4","3","2","3","1.4","-99","0.7","-99","2",NA,"3",NA,"0.2",NA,"0.4",NA,"3","2","4","3","60","70","20","25","1","150","30","Good","3","2","4","3","0","2","2","-99","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","2","3","1","1","2","41","-99","24","-99","28","-99","-99","-99",NA,"3","0","0","1","0","0","0","0",NA,"16","Male","-99","2","2","3","3","1","3","0","0","2","3","6","1","0","0","0","0","0","0","0","0","1","0","1","0","GlenFoxgx@yahoo.com","1",NA,27,1984,37,"Jefferson Heights","Hispanic","Black","Hispanic","In a union","High School","30-39","More than half","Several days","Nearly every day","More than half","Same",NA,"Yes",41,3,0,0,"first_entry"
"2021-02-23 09:34:01","2021-02-23 10:03:01","0","76.103.148.76","100","1739","1","2021-02-23 10:03:02","R_1OBNZrswK4Lbo9h",NA,NA,NA,NA,"37.8567047119140625","-122.0218048095703125","anonymous","EN","1",NA,"1","8.9","2.2","1.7","1.5","5","5","5","5","9.3","1.4","2.2","1.9","3","3","3","3","11.6","1.6","2.4","3","3","3",NA,NA,NA,"3","3","3","3","2.3","1.7","2.2","2.3","3","3","3","3",NA,NA,NA,NA,"4","4","4","4","4","4","4","1.4","1.2","1","0.8","3","3","3","3",NA,NA,NA,NA,"4","3","3","4","400","400","130","100","1","350","120","Very good","3","3","3","3","5","3","2","2","5","2","2","0",NA,NA,NA,NA,"9","0","-99","-99","1","1","0","0","0","0","0","0","0","0","0",NA,"1","1","3","1","2","2","41","6","54","12","24","-99","25","-99",NA,NA,"1","0","1","0","1","0","0",NA,"29","Male","-99","2","1","3","2","1","3","1","0","5","2","2","1","0","1","1","0","0","1","0","1","0","0","0","0","AbigailNovakuak@yahoo.com","1",NA,29,1971,50,"Elm Creek","Hispanic","White","Hispanic","In a union","High School","50-59","More than half","More than half","More than half","More than half","Same","Same","No",41,3,1,0,"first_entry"
"2021-02-23 09:35:46","2021-02-23 10:04:18","0","99.191.229.142","100","1711","1","2021-02-23 10:04:18","R_3KxOq9c8GcxpYOJ",NA,NA,NA,NA,"29.33099365234375","-98.4965972900390625","anonymous","EN","1",NA,"1","6.6","1","-99","-99","4","4",NA,NA,NA,NA,NA,NA,"4","3","3","4","-99","-99","-99",NA,NA,NA,NA,NA,NA,"3","3","3","3","-99","4.4","0.3","2.1",NA,"3","3","2",NA,NA,NA,"7.5","3","4","3","4","4","4","4","-99","1.5","1.4","-99",NA,"3","3",NA,NA,NA,NA,NA,"3","3","4","4","50","80","60","75","2","150","85","Very good","3","3","2","3","0","0","2","2","1","-99","-99","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"3","3","3","-99","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","3","-99","1","1","1","1","0","0","0",NA,"9","Male","-99","2","1","5","1","2","5","0","2","5","4","13","1","1","1","1","0","0","0","0","0","1","0","0","0","LuigiThompsonrmj@yahoo.com","1",NA,28.5,1991,30,"Elm Creek","Hispanic","White","Hispanic","Single","College","30-39","More than half","More than half","Several days","More than half","Same","Same","No",-99,5,0,2,"first_entry"
"2021-02-23 09:54:39","2021-02-23 10:08:30","0","173.174.172.179","100","831","1","2021-02-23 10:08:31","R_3DiJ2Ux2LLprpwV",NA,NA,NA,NA,"29.5583953857421875","-98.743499755859375","anonymous","EN","1",NA,"2","8.1","1.3","1.6","1.4","5","5","5","5","8.4","2.1","1.8","1.9","3","3","3","3","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","3","1.8","1.3","1.2","2.7","2","2","2","2","2.1","2.3","1.3","5.7","3","3","3","3","3","3","4","1.2","1","1.3","1.5","3","3","3","3",NA,NA,NA,NA,"3","3","3","3","70","80","60","70","2","120","80","Good","-99","-99","-99","-99","3","1","2","2","1","2","2","0",NA,NA,NA,NA,"1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","3","2","1","1","40","19","40","17","12","1","13","1",NA,NA,"0","1","0","0","0","0","0",NA,"7","Male","-99","1","1","4","2","1","4","1","1","4","2","4","1","1","0","0","0","0","0","0","0","1","0","0","0","PatriciaMonroeblv@yahoo.com","1",NA,13.8,1993,28,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","College","20-29",NA,NA,NA,NA,"Same","Same","Yes",40,4,1,1,"first_entry"
"2021-02-23 09:15:22","2021-02-23 10:11:45","0","24.162.9.250","100","3383","1","2021-02-23 10:11:46","R_3nAeYnDPS7vOsjg",NA,NA,NA,NA,"29.5442962646484375","-98.549896240234375","anonymous","EN","1",NA,"1","6.8","1.2","0.5","0.7","5","5","5","4","8.2","2.4","1.7",NA,"2","3","4","4","8.1","2.6","1.9","4","3","4","2.9",NA,"-99","3","3","1","3","0.7","5.1","1.2","1","2","2","3","3","4.8","1",NA,NA,"4","4","3","3","5","3","4","1.4","0.2","-99","-99","2","2",NA,NA,"1.6","3.7",NA,NA,"3","4","4","5","60","80","40","70","2","150","100","Fair","1","2","1","1","2","5","2","3","1","2","2","1",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","4","4","1","2","2","40","30","20","-99","20","1","-99","-99",NA,"3","1","0","1","1","1","0","0",NA,"14","Male","-99","1","1","3","2","2","2","0","0","2","1","3","1","0","0","1","0","0","1","0","0","0","1","0","0","sotomayorsubivinscxk48@gmail.com","1",NA,56.4,1986,35,"Elm Creek","Not Hispanic","White","NH-White","In a union","High School","30-39","Not at all","Several days","Not at all","Not at all","Same","Better","No",40,2,0,0,"first_entry"
"2021-02-23 09:56:13","2021-02-23 10:15:36","0","67.11.128.176","100","1162","1","2021-02-23 10:15:37","R_1KgcgLNJTsYMlXl",NA,NA,NA,NA,"29.418701171875","-98.688201904296875","anonymous","EN","1",NA,"1","7.4","1.8","1.8","1.4","4","4","4","4",NA,NA,NA,NA,"3","4","3","2","-99","-99","-99",NA,NA,NA,NA,NA,NA,"3","4","2","3","1.6","0.9","1.3","3.3","3","3","2","3",NA,NA,"2",NA,"3","2","4","4","3","3","3","1.6","1","0.8","1.5","3","2","3","2","3.3","1.6","2.4","1.6","3","2","3","3","70","90","60","70","2","130","808","Very good","1","2","3","1","6","6","2","2","3","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","1","0","0","0","0","0","0","0","0","0","0",NA,"1","1","4","2","2","2","32","-99","29","-99","36","-99","13","-99",NA,NA,"1","1","1","0","0","0","0",NA,"23","Male","-99","2","2","4","2","1","5","1","1","6","4","7","1","0","0","0","0","0","1","1","0","0","0","1","0","VickiLeonrcs@yahoo.com","1",NA,19.4,1977,44,"Elm Creek","Hispanic","Black","Hispanic","In a union","College","40-49","Not at all","Several days","More than half","Not at all","Same","Same","No",32,5,1,1,"first_entry"
"2021-02-23 10:06:39","2021-02-23 10:20:15","0","23.115.125.217","100","816","1","2021-02-23 10:20:15","R_3LZm7cwSYcJ56m6",NA,NA,NA,NA,"34.28619384765625","-119.2263946533203125","anonymous","EN","1",NA,"2","8","0.9","0.6","0.6","5","5","4","4","9.4","1.4",NA,NA,"3","2","3","3","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","3","1.2","0.6","0.2","3.2","2","3","3","2","1.4",NA,NA,"3.3","1","2","3","3","4","3","5","-99","0.4","0.9","0.9",NA,"2","2","3",NA,"0.7","1","1.1","2","2","3","2","54","86","150","23","1","180","30","Good","1","2","1","3","2","2","2","2","3","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","3","1","1","2","43","18","39","28","53","-99","-99","2",NA,NA,"1","0","0","0","1","0","0",NA,"22","Male","-99","1","1","4","2","1","3","1","0","2","2","3","-99","-99","-99","-99","-99","-99","0","0","0","1","0","1","0","-99","1",NA,13.6,1978,43,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","College","40-49","Not at all","Several days","Not at all","More than half","Same","Same","Yes",43,3,1,0,NA
"2021-02-23 10:07:34","2021-02-23 10:20:33","0","71.193.17.216","100","778","1","2021-02-23 10:20:33","R_vc3J9bGzWofj68h",NA,NA,NA,NA,"38.0323944091796875","-121.2621002197265625","anonymous","EN","1",NA,"2","6","2","2","1","4","5","5","4",NA,"2","2",NA,"5","3","5","5","2","2","1","3","4","4",NA,"2","1","3","3","4","3","2","2","2","2","3","2","3","2",NA,"2",NA,"2","3","3","3","3","3","3","3","2","1","1","1","3","2","3","2","2","1","1","1","3","3","3","3","78","210","500","20","1","1500","2500","Good","2","1","2","1","1","2","2","2","2","1","1","1","10",NA,"10",NA,"4","1","1","2","0","0","0","0","0","0","0","1","0","1","0",NA,"5","5","4","2","2","2","3","1","4","3","7","1","2","0",NA,NA,"1","0","0","0","0","0","0",NA,"36","Male","-99","2","1","5","2","2","2","0","2","3","2","2","0","0","0","0","0","1","0","1","0","1","0","0","0","zachariahhgpwf39@gmail.com","1",NA,13,1964,57,"Jefferson Heights","Hispanic","White","Hispanic","In a union","College","50-59","Several days","Not at all","Several days","Not at all","Same","Same","No",3,2,0,2,"first_entry"
"2021-02-23 09:51:36","2021-02-23 10:20:40","0","73.189.40.134","100","1743","1","2021-02-23 10:20:40","R_1DqFfyINK9lm16d",NA,NA,NA,NA,"37.341705322265625","-121.9752960205078125","anonymous","EN","1",NA,"1","8.2","1.5","1.3","1.3","5","5","5","5","7.1","1.1","1.8","0.8","4","4","3","4","2.8","1.7","2.2","4","4","4","1.9","1.7","0.8","4","3","4","3","1.5","1.3","0.9","1.4","2","2","2","2","2","1.5","1.4","1.2","4","3","4","4","3","4","4","1.1","0.6","0.8","1.3","2","2","2","2","1.1","0.9","0.8","1.1","4","4","3","4","110","88","180","260","2","180","80","Very good","3","3","2","3","5","5","2","2","5","1","1","1","1",NA,"1",NA,"-99","-99","-99","-99","1","0","0","0","0","0","0","0","0","0","0",NA,"4","1","3","1","1","1","-99","-99","51","51","23","2","19","2","2",NA,"1","0","1","0","0","0","0",NA,"25","Male","-99","2","1","4","2","1","5","1","1","3","3","5","0","0","1","0","0","0","1","0","0","0","0","0","0","HayleePricesjt@yahoo.com","1",NA,29,1975,46,"Elm Creek","Hispanic","White","Hispanic","In a union","College","40-49","More than half","More than half","Several days","More than half","Same","Same","Yes",-99,5,1,1,"first_entry"
"2021-02-23 10:05:03","2021-02-23 10:21:48","0","99.191.229.142","100","1004","1","2021-02-23 10:21:49","R_1FlGaDmOZ2k9Fjq",NA,NA,NA,NA,"29.33099365234375","-98.4965972900390625","anonymous","EN","1",NA,"1","5.5","2","-99","-99","4","4",NA,NA,NA,NA,NA,NA,"3","4","3","4","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","1","-99","2.9","1.2","3.2",NA,"3","3","3",NA,NA,NA,NA,"3","3","3","3","3","3","4","-99","-99","1","-99",NA,NA,"3",NA,NA,NA,NA,NA,"3","3","4","3","45","75","60","85","2","150","80","Excellent","3","2","2","3","2","15","2","1","10","-99","-99","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"3","7","3","-99","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","2","-99","1","1","1","1","0","0","0",NA,"14","Male","-99","1","2","3","1","1","5","1","2","5","4","4","1","1","1","0","0","0","0","0","0","1","0","0","1","EllsworthGatesehv@yahoo.com","1",NA,16.7,1986,35,"Elm Creek","Not Hispanic","Black","NH-Black","Single","High School","30-39","More than half","Several days","Several days","More than half","Same","Worse","No",-99,5,1,2,"first_entry"
"2021-02-23 10:06:02","2021-02-23 10:22:33","0","104.15.4.244","100","990","1","2021-02-23 10:22:34","R_3JeXlnlA7jjbYv9",NA,NA,NA,NA,"29.9474945068359375","-81.526397705078125","anonymous","EN","1",NA,"1","8","2.1","-99","1.2","5","4",NA,"4","9.7",NA,NA,NA,"3","3","4","3","4.2","-99","-99","3",NA,NA,NA,NA,NA,"3","4","3","1","0.8","5.5","-99","-99","3","2",NA,NA,NA,"5.7",NA,NA,"3","2","3","4","1","3","1","1.4","-99","-99","-99","3",NA,NA,NA,NA,NA,NA,NA,"3","4","4","1","80","58","45","35","1","20","25","Very good","1","1","1","2","5","1","3","3","2","2","1","1",NA,NA,"13",NA,"4","5","6","2","0","0","0","0","0","0","0","1","0","0","0",NA,"1","1","3","1","2","1","27","55","31","61","15","-99","10","-99",NA,NA,"1","1","0","1","1","0","0",NA,"18","Female","-99","1","2","3","2","1","4","1","0","3","3","5","1","1","0","0","0","0","0","1","0","1","0","0","0","JeannineMurphyqvz@aol.com","1",NA,16.5,1982,39,"Elm Creek","Not Hispanic","Black","NH-Black","In a union","High School","30-39","Not at all","Not at all","Not at all","Several days","Better","Better","No",27,4,1,0,"first_entry"
"2021-02-23 10:10:20","2021-02-23 10:23:58","0","173.174.172.179","100","818","1","2021-02-23 10:23:59","R_2V9ZskVV1aCztgI",NA,NA,NA,NA,"29.5583953857421875","-98.743499755859375","anonymous","EN","1",NA,"2","8","1.3","1.2","1.3","5","5","5","5","8.6","1.8","1.9","1.9","3","3","3","3","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","3","2.2","1.3","1.2","1.3","2","2","2","2","2.2","2.2","1.7","1.9","4","4","3","3","3","3","4","-99","1.6","1.6","1.5",NA,"3","3","3",NA,NA,NA,NA,"3","3","3","3","70","80","70","80","2","100","80","Good","-99","-99","-99","-99","2","0","2","2","1","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","3","1","2","2","40","39","40","5","12","1","11","1",NA,NA,"0","1","0","1","0","0","0",NA,"7","Male","-99","1","1","4","2","1","4","2","0","4","2","4","1","1","0","0","0","0","0","0","0","1","0","0","0","OscarSerranoxgq@yahoo.com","1",NA,13.6,1993,28,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","College","20-29",NA,NA,NA,NA,"Same","Same","No",40,4,2,0,"first_entry"
"2021-02-23 10:01:04","2021-02-23 10:25:16","0","136.50.33.7","100","1452","1","2021-02-23 10:25:17","R_1nMYh7PF56PUYkE",NA,NA,NA,NA,"29.496307373046875","-98.40039825439453125","anonymous","EN","1",NA,"2","9.1","2.7","2.1","6.3","4","5","4","5",NA,"6.9",NA,"4","3","4","3","4","5.3","2.5","6","3","4","3",NA,"2",NA,"3","3","3","3","4","9","1","8","3","2","3","2",NA,"3",NA,"9","2","3","2","3","2","3","2","1","2","2","2","2","2","2","2","2","2","2","1","4","3","4","3","40","60","80","120","1","50","80","Very good","2","1","1","2","5","4","2","2","20","2","2","1",NA,NA,NA,NA,"15","-99","-99","-99","1","0","0","0","0","0","0","0","0","0","0",NA,"1","1","4","1","2","1","45","-99","45","-99","7","-99","24","-99",NA,NA,"1","1","1","0","1","0","0",NA,"15","Female","-99","2","1","4","2","1","4","1","1","2","2","2","1","1","1","1","1","0","1","1","1","1","1","1","0","kemmeromvf75@gmail.com","1",NA,24.2,1985,36,"Jefferson Heights","Hispanic","White","Hispanic","In a union","College","30-39","Several days","Not at all","Not at all","Several days","Same","Same","No",45,4,1,1,"first_entry"
